holidays,cat,cute carolers
holidays,chinchilla,chudolph the braindeer
holidays,dog,cute carolers
holidays,holidays,santa claus
holidays,insect,tinselwebs
holidays,martial arts,holiday blockbuster
holidays,monkey,cute carolers
holidays,psychic,christmas spirits
holidays,reptile,cute carolers
holidays,rodent,chudolph the braindeer
holidays,science,ornamental pickle
holidays,sci-fi,ornamental pickle
holidays,turtle,gifted birds
holidays,underwater,festive coral
holidays,water serpent,festive coral
holidays,wealth,gelt
holidays,fish,festive coral
